Timestamp (0.371389) (sec.usec);Packet Number;Packet Size (bytes);RTT (usec);SRTT (usec);RTT Mean Deviation (JITTER?) (usec);Bytes in Flight;Bandwidth (Kbit/s);Congestion Window;Algorithm;Pacote perdido;Perdidos ao todo;Perdido ignorado;Largest sent;Video Quality
1.234351;7;1350;410156;411821;117560;78;907;32;APPLIM;;;;
1.234549;9;61;409776;411565;88681;17;908;32;APPLIM;;;;
1.234571;10;17;409776;411565;88681;0;908;32;APPLIM;;;;
1.654290;12;100;418157;412388;68158;1137;906;32;APPLIM;;;;
1.654322;13;1118;418157;412388;68158;19;906;32;APPLIM;;;;
1.654555;14;19;414472;412648;51639;0;905;32;APPLIM;;;;
2.74376;16;95;416713;413156;39745;47303;904;33;SS;;;;
2.74419;17;53;416713;413156;39745;47250;932;34;SS;;;;
2.86352;18;1350;428533;415077;33653;48600;956;35;SS;;;;
2.86402;19;1350;428533;415077;33653;47250;984;36;SS;;;;
2.86734;20;1350;428829;416795;28677;47250;1008;37;SS;;;;
2.86768;21;1350;428829;416795;28677;45900;1036;38;SS;;;;
2.98298;22;1350;440274;419729;27377;47250;1057;39;SS;;;;
2.98336;23;1350;440274;419729;27377;45900;1085;40;SS;;;;
2.110437;24;1350;452293;423798;28673;47250;1102;41;SS;;;;
2.110479;25;1350;452293;423798;28673;45900;1129;42;SS;;;;
2.122597;28;1350;458109;428086;30082;48600;1145;43;SS;;;;
2.134635;26;1350;458293;431861;30113;51300;973;36;LOSS;X;1;;65
2.567094;66;1350;422194;430576;14016;45900;976;36;APPLIM;;;;
2.567159;67;1350;422194;430576;14016;44550;976;36;APPLIM;;;;
2.578628;68;1350;416396;428803;14057;45900;980;36;APPLIM;;;;
2.578677;69;1350;416396;428803;14057;44550;980;36;APPLIM;;;;
2.590243;70;1350;410111;426465;15215;44550;985;36;APPLIM;;;;
2.590286;71;1350;410111;426465;15215;43200;985;36;APPLIM;;;;
2.613903;72;1350;415690;425117;14105;42011;989;36;APPLIM;;;;
2.613936;73;1350;415690;425117;14105;40661;989;36;APPLIM;;;;
2.626185;74;1350;409657;423184;14443;39311;993;36;APPLIM;;;;
2.626218;75;1350;409657;423184;14443;37961;993;36;APPLIM;;;;
2.650157;76;1350;415332;422202;12795;36611;995;36;APPLIM;;;;
2.650184;77;1350;415332;422202;12795;35261;995;36;APPLIM;;;;
2.662231;78;1350;409025;420554;12890;33911;999;36;APPLIM;;;;
2.662258;79;1350;409025;420554;12890;32561;999;36;APPLIM;;;;
2.686348;80;1350;414703;419821;11130;31211;1001;36;APPLIM;;;;
2.686375;81;1350;414703;419821;11130;29861;1001;36;APPLIM;;;;
2.710537;82;1350;420243;419873;8453;28511;1001;36;APPLIM;;;;
2.710557;83;1350;420243;419873;8453;27161;1001;36;APPLIM;;;;
2.722496;84;1350;414044;419143;7797;25811;1003;36;APPLIM;;;;
2.722519;85;1350;414044;419143;7797;24461;1003;36;APPLIM;;;;
2.746856;86;1350;419884;419235;6033;23111;1002;36;APPLIM;;;;
2.746891;87;1350;419884;419235;6033;21761;1002;36;APPLIM;;;;
2.758101;88;1350;412633;418409;6175;20411;1004;36;APPLIM;;;;
2.758136;89;1350;412633;418409;6175;19061;1004;36;APPLIM;;;;
2.782347;90;1350;418595;418431;4677;17711;1004;36;APPLIM;;;;
2.782377;91;1350;418595;418431;4677;16361;1004;36;APPLIM;;;;
2.806352;92;1350;407802;417102;6165;15011;1008;36;APPLIM;;;;
2.914907;93;1350;410365;416259;6308;13661;1010;36;APPLIM;;;;
2.914940;94;1350;410365;416259;6308;12311;1010;36;APPLIM;;;;
2.937933;95;1350;415143;416118;5010;10961;1010;36;APPLIM;;;;
2.937958;96;1350;415143;416118;5010;9611;1010;36;APPLIM;;;;
2.950042;97;1350;409324;415268;5456;8261;1012;36;APPLIM;;;;
2.950077;98;1350;409324;415268;5456;6911;1012;36;APPLIM;;;;
2.974052;99;1350;415462;415291;4140;5561;1012;36;APPLIM;;;;
2.974087;100;1350;415462;415291;4140;4211;1012;36;APPLIM;;;;
2.986379;101;1350;409870;414612;4460;2861;1014;36;APPLIM;;;;
2.986414;102;1350;409870;414612;4460;1511;1014;36;APPLIM;;;;
3.10270;103;1350;416204;414810;3743;4341;1013;36;APPLIM;;;;
3.10297;104;161;416204;414810;3743;4180;1013;36;APPLIM;;;;
3.406005;105;130;417837;415187;3564;52650;1012;39;CA;;;;
3.406063;106;1350;417837;415187;3564;51300;1097;39;APPLIM;;;;
3.418201;107;1350;412031;414791;3462;52650;1098;41;CA;;;;
3.418269;108;1350;412031;414791;3462;51300;1154;41;APPLIM;;;;
3.442816;109;1350;419377;415364;3743;54000;1152;41;APPLIM;;;;
3.442847;110;1350;419377;415364;3743;52650;1152;41;APPLIM;;;;
3.454326;111;1350;413947;415186;3161;54000;1153;41;APPLIM;;;;
3.454357;113;1350;413947;415186;3161;52650;1153;41;APPLIM;;;;
3.465776;114;1350;408473;414346;4049;52650;1155;41;APPLIM;;;;
3.465806;115;1350;408473;414346;4049;51300;1155;41;APPLIM;;;;
3.489997;116;1350;415595;414501;3349;55350;1155;41;APPLIM;;;;
3.490035;117;1350;415595;414501;3349;54000;1155;41;APPLIM;;;;
;;;;;;;;;;;;;;480x360
3.504909;118;1350;413574;414384;2743;55350;1155;41;APPLIM;;;;
3.504926;119;1350;413574;414384;2743;54000;1155;41;APPLIM;;;;
3.526115;120;1350;417653;414792;2874;55350;1154;41;APPLIM;;;;
3.526142;121;1350;417653;414792;2874;54000;1154;41;APPLIM;;;;
3.538165;122;1350;412694;414529;2680;55350;1155;41;APPLIM;;;;
3.538193;123;1350;412694;414529;2680;54000;1155;41;APPLIM;;;;
3.562260;124;1350;419626;415165;3284;56700;1153;43;CA;;;;
3.562330;125;1350;419626;415165;3284;55350;1209;43;APPLIM;;;;
3.574284;126;1350;414620;415096;2599;56700;1209;43;APPLIM;;;;
3.574314;127;1350;414620;415096;2599;55350;1209;43;APPLIM;;;;
3.586344;128;1350;409562;414404;3332;56700;1211;43;APPLIM;;;;
3.586381;129;1350;409562;414404;3332;55350;1211;43;APPLIM;;;;
3.610498;130;1350;416622;414680;3053;58050;1211;43;APPLIM;;;;
3.610529;131;1350;416622;414680;3053;56700;1211;43;APPLIM;;;;
3.622467;132;1350;411729;414311;3027;58050;1212;43;APPLIM;;;;
3.622499;133;1350;411729;414311;3027;56700;1212;43;APPLIM;;;;
3.645966;134;1350;418128;414788;3224;59400;1210;44;CA;;;;
3.646022;135;1350;418128;414788;3224;58050;1238;44;APPLIM;;;;
3.658149;136;1350;413317;414603;2785;59400;1239;44;APPLIM;;;;
3.658179;137;1350;413317;414603;2785;58050;1239;44;APPLIM;;;;
3.670306;138;1350;408532;413843;3606;58050;1241;44;APPLIM;;;;
3.670334;139;1350;408532;413843;3606;56700;1241;44;APPLIM;;;;
3.694257;140;1350;415344;414030;3079;60750;1241;45;CA;;;;
3.694318;141;1350;415344;414030;3079;59400;1269;45;APPLIM;;;;
3.706203;142;1350;410358;413570;3227;60750;1270;45;APPLIM;;;;
3.706226;143;1350;410358;413570;3227;59400;1270;45;APPLIM;;;;
3.729927;144;1350;416876;413982;3246;62100;1269;46;CA;;;;
3.729979;145;1350;416876;413982;3246;60750;1297;46;APPLIM;;;;
3.826406;146;1350;411960;413729;2940;66150;1298;47;CA;;;;
3.826480;147;1350;411960;413729;2940;64800;1326;47;CA;;;;
3.838588;148;1350;408761;413107;3447;66150;1328;47;CA;;;;
3.838632;149;1350;408761;413107;3447;64800;1328;47;CA;;;;
3.862097;150;1350;417367;413638;3650;67500;1327;47;CA;;;;
3.862161;151;1350;417367;413638;3650;66150;1327;47;CA;;;;
3.873833;152;1350;414103;413695;2853;67500;1326;47;CA;;;;
3.873868;153;1350;414103;413695;2853;66150;1326;47;CA;;;;
3.886232;154;1350;411572;413429;2670;67500;1327;47;CA;;;;
3.886272;155;1350;411572;413429;2670;66150;1327;47;CA;;;;
3.898367;156;1350;408661;412832;3194;67500;1329;47;CA;;;;
3.898419;157;1350;408661;412832;3194;66150;1329;47;CA;;;;
3.922741;158;1350;418169;413499;3729;67500;1327;47;CA;;;;
3.922788;160;1350;418169;413499;3729;66150;1327;47;CA;;;;
3.933723;161;1350;414143;413578;2957;67500;1327;47;CA;;;;
3.933773;162;1350;414143;413578;2957;66150;1327;47;CA;;;;
3.946516;163;1350;411928;413371;2630;67500;1328;47;CA;;;;
3.946570;164;1350;411928;413371;2630;66150;1328;47;CA;;;;
3.958423;165;1350;408929;412815;3083;67500;1329;47;CA;;;;
3.958474;166;1350;408929;412815;3083;66150;1329;47;CA;;;;
3.982543;167;1350;418145;413481;3644;67500;1327;47;CA;;;;
3.982601;168;1350;418145;413481;3644;66150;1327;47;CA;;;;
3.994618;169;1350;415866;413778;3329;67500;1326;47;CA;;;;
3.994675;170;1350;415866;413778;3329;66150;1326;47;CA;;;;
4.6724;171;1350;413716;413769;2512;67500;1326;47;CA;;;;
4.6776;172;1350;413716;413769;2512;66150;1326;47;CA;;;;
4.17937;173;1350;410509;413360;2699;67500;1328;47;CA;;;;
4.18010;174;1350;410509;413360;2699;66150;1328;47;CA;;;;
4.29932;175;1350;408501;412752;3239;67500;1329;47;CA;;;;
4.29989;176;1350;408501;412752;3239;66150;1329;47;CA;;;;
4.54619;177;1350;418741;413500;3926;67500;1327;47;CA;;;;
4.54688;178;1350;418741;413500;3926;66150;1327;47;CA;;;;
4.66145;179;1350;416143;413829;3605;67500;1326;47;CA;;;;
4.66190;180;1350;416143;413829;3605;66150;1326;47;CA;;;;
4.78330;181;1350;414428;413903;2853;67500;1326;47;CA;;;;
4.78369;182;1350;414428;413903;2853;66150;1326;47;CA;;;;
4.90187;183;1350;412350;413708;2528;67500;1326;47;CA;;;;
4.90244;184;1350;412350;413708;2528;66150;1326;47;CA;;;;
4.102320;185;1350;410517;413308;2693;67500;1328;47;CA;;;;
4.102387;186;1350;410517;413308;2693;66150;1328;47;CA;;;;
4.114652;187;1350;409111;412782;3069;67500;1329;47;CA;;;;
4.114701;188;1350;409111;412782;3069;66150;1329;47;CA;;;;
4.138566;189;1350;419217;413586;3910;67500;1327;47;CA;;;;
