Timestamp (0.74778) (sec.usec);Packet Number;Packet Size (bytes);RTT (usec);SRTT (usec);RTT Mean Deviation (JITTER?) (usec);Bytes in Flight;Bandwidth (Kbit/s);Congestion Window;Algorithm;Pacote perdido;Perdidos ao todo;Perdido ignorado;Largest sent;Video Quality
0.134054;1;1350;51130;51130;25565;1350;7309;32;APPLIM;;;;
0.134108;2;1350;51130;51130;25565;0;7309;32;APPLIM;;;;
0.194812;4;1350;58002;51988;20891;78;7189;32;APPLIM;;;;
0.206924;6;61;55282;52399;16491;17;7132;32;APPLIM;;;;
0.206966;7;17;55282;52399;16491;0;7132;32;APPLIM;;;;
0.266304;9;100;57640;53054;13678;1137;7044;32;APPLIM;;;;
0.266336;10;1118;57640;53054;13678;19;7044;32;APPLIM;;;;
0.266547;11;19;55468;53355;10862;0;7005;32;APPLIM;;;;
0.326508;13;95;56858;53792;9022;47379;6948;33;SS;;;;
0.326576;14;53;56858;53792;9022;47326;7165;34;SS;;;;
0.338103;15;1350;68396;55617;10417;48676;7140;35;SS;;;;
0.338171;16;1350;68396;55617;10417;47326;7350;36;SS;;;;
0.338943;17;1350;69014;57290;11162;51376;7339;37;SS;;;;
0.339012;18;1350;69014;57290;11162;50026;7543;38;SS;;;;
0.350311;19;1350;80173;60149;14092;55426;7379;39;SS;;;;
0.350375;20;1350;80173;60149;14092;54076;7573;40;SS;;;;
0.362595;21;1350;91600;64080;18431;58126;7290;41;SS;;;;
0.362639;22;1350;91600;64080;18431;56776;7473;42;SS;;;;
0.373975;23;1350;102720;68910;23483;60382;7118;43;SS;;;;
0.374019;24;1350;102720;68910;23483;59032;7288;44;SS;;;;
0.386612;25;1350;115064;74679;29150;63082;6881;45;SS;;;;
0.386650;26;1350;115064;74679;29150;61732;7038;46;SS;;;;
0.398793;27;1350;126965;81214;34934;67132;6615;47;SS;;;;
0.398848;28;1350;126965;81214;34934;65782;6759;48;SS;;;;
0.410312;29;1350;138241;88342;40457;69832;6346;49;SS;;;;
